run	total_timepoints	n_clusters	CAP_1_frequency_pct	CAP_1_avg_dwell_time	CAP_1_n_episodes	CAP_2_frequency_pct	CAP_2_avg_dwell_time	CAP_2_n_episodes	CAP_3_frequency_pct	CAP_3_avg_dwell_time	CAP_3_n_episodes	CAP_4_frequency_pct	CAP_4_avg_dwell_time	CAP_4_n_episodes	CAP_5_frequency_pct	CAP_5_avg_dwell_time	CAP_5_n_episodes	total_transitions	transition_rate
sub-pretend_ses-01_task-rest_run-01	409	5	32.51833740831296	2.7708333333333335	48	11.98044009779951	3.5	14	7.334963325183375	3.3333333333333335	9	27.139364303178482	2.775	40	21.026894865525673	2.6875	32	142	0.3471882640586797
